Unnamed: 0,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time,timestamp,bpm
221,95,124,31,1,126.0,0,1,0,0,159.25,1,10:06:41,2023-01-01 10:06:41,84.74576271186442
222,49,40,16,0,109.0,0,1,0,0,65.25,1,10:06:42,2023-01-01 10:06:42,84.03361344537815
223,44,27,20,0,106.0,0,1,0,0,55.36,1,10:06:43,2023-01-01 10:06:43,89.28571428571428
224,8,2,11,1,101.0,0,1,0,0,13.75,1,10:06:44,2023-01-01 10:06:44,88.88888888888889
225,16,29,16,1,99.0,0,1,0,0,36.78,1,10:06:45,2023-01-01 10:06:45,86.83068017366136
226,18,55,32,0,97.0,0,1,0,0,66.13,1,10:06:46,2023-01-01 10:06:46,87.3362445414847
227,43,24,40,1,96.0,0,1,0,0,63.44,1,10:06:47,2023-01-01 10:06:47,233.46303501945525
228,129,131,99,1,95.0,0,1,0,0,208.81,1,10:06:48,2023-01-01 10:06:48,191.69329073482427
229,180,140,123,1,100.0,0,1,0,0,259.09,1,10:06:49,2023-01-01 10:06:49,147.62007072052273
230,40,160,149,1,106.0,0,1,0,0,222.26,1,10:06:50,2023-01-01 10:06:50,103.54685070622118
231,53,66,198,0,106.0,0,1,0,0,215.33,1,10:06:51,2023-01-01 10:06:51,59.47363069191963
232,71,110,107,1,106.0,0,1,0,0,169.09,1,10:06:52,2023-01-01 10:06:52,15.400410677618071
233,41,48,130,0,106.0,0,1,0,0,144.52,1,10:06:53,2023-01-01 10:06:53,78.94736842105263
234,93,200,35,1,106.0,0,1,0,0,223.32,1,10:06:54,2023-01-01 10:06:54,72.37635705669481
235,73,139,34,0,106.0,0,1,0,0,160.64,1,10:06:55,2023-01-01 10:06:55,73.80073800738008
236,16,2,5,0,106.0,0,1,0,0,16.88,1,10:06:56,2023-01-01 10:06:56,73.83490501571683
237,12,9,4,0,99.0,0,1,0,0,15.52,1,10:06:57,2023-01-01 10:06:57,73.86907202405358
244,0,0,0,0,82.0,1,0,0,0,0.0,1,10:07:04,2023-01-01 10:07:04,73.43941248470013
245,0,0,0,0,81.0,1,0,0,0,0.0,1,10:07:05,2023-01-01 10:07:05,76.82458386683739
246,0,0,0,0,80.0,1,0,0,0,0.0,1,10:07:06,2023-01-01 10:07:06,71.68458781362007
247,0,0,0,0,79.0,1,0,0,0,0.0,1,10:07:07,2023-01-01 10:07:07,72.28915662650603
248,0,0,0,0,78.0,1,0,0,0,0.0,1,10:07:08,2023-01-01 10:07:08,74.25742574257426
249,0,0,0,0,77.0,1,0,0,0,0.0,1,10:07:09,2023-01-01 10:07:09,82.64462809917356
250,0,0,0,0,77.0,1,0,0,0,0.0,1,10:07:10,2023-01-01 10:07:10,72.46376811594203
251,0,0,0,0,78.0,1,0,0,0,0.0,1,10:07:11,2023-01-01 10:07:11,67.34006734006734
252,0,7,0,0,77.0,1,0,0,0,7.0,1,10:07:12,2023-01-01 10:07:12,66.29834254143647
253,0,0,0,0,76.0,1,0,0,0,0.0,1,10:07:13,2023-01-01 10:07:13,71.77033492822967
254,19,41,0,1,75.0,0,1,0,0,45.19,1,10:07:14,2023-01-01 10:07:14,70.09345794392523
255,15,11,0,0,74.0,0,1,0,0,18.6,1,10:07:15,2023-01-01 10:07:15,70.83825265643448
256,0,10,0,0,73.0,1,0,0,0,10.0,1,10:07:16,2023-01-01 10:07:16,71.77033492822967
257,0,4,0,0,73.0,1,0,0,0,4.0,1,10:07:17,2023-01-01 10:07:17,69.28406466512702
258,0,0,0,0,73.0,1,0,0,0,0.0,1,10:07:18,2023-01-01 10:07:18,67.72009029345372
259,124,9,111,0,72.0,0,1,0,0,166.67,1,10:07:19,2023-01-01 10:07:19,72.20216606498195
260,63,0,69,1,72.0,0,1,0,0,93.43,1,10:07:20,2023-01-01 10:07:20,68.3371298405467
261,58,0,67,0,72.0,0,1,0,0,88.62,1,10:07:21,2023-01-01 10:07:21,80.4289544235925
262,82,0,40,0,72.0,0,1,0,0,91.24,1,10:07:22,2023-01-01 10:07:22,70.2576112412178
263,37,0,30,0,73.0,0,1,0,0,47.63,1,10:07:23,2023-01-01 10:07:23,66.44518272425249
264,0,0,18,0,72.0,1,0,0,0,18.0,1,10:07:24,2023-01-01 10:07:24,66.3716814159292
265,35,12,13,0,72.0,0,1,0,0,39.22,1,10:07:25,2023-01-01 10:07:25,75.0
266,0,0,0,0,71.0,1,0,0,0,0.0,1,10:07:26,2023-01-01 10:07:26,73.71007371007371
267,0,0,0,0,72.0,1,0,0,0,0.0,1,10:07:27,2023-01-01 10:07:27,76.62835249042145
268,0,0,0,0,72.0,1,0,0,0,0.0,1,10:07:28,2023-01-01 10:07:28,70.83825265643448
269,0,0,0,0,73.0,1,0,0,0,0.0,1,10:07:29,2023-01-01 10:07:29,69.89486347944346
270,0,0,0,0,72.0,1,0,0,0,0.0,1,10:07:30,2023-01-01 10:07:30,68.95147430245244
277,0,0,0,0,69.0,0,0,1,0,0.0,1,10:07:37,2023-01-01 10:07:37,62.04756980351603
278,0,0,0,0,69.0,0,0,1,0,0.0,1,10:07:38,2023-01-01 10:07:38,65.21739130434783
279,0,0,0,0,68.0,0,0,1,0,0.0,1,10:07:39,2023-01-01 10:07:39,66.59267480577137
280,0,0,0,0,67.0,0,0,1,0,0.0,1,10:07:40,2023-01-01 10:07:40,60.120240480961925
281,0,0,0,0,67.0,0,0,1,0,0.0,1,10:07:41,2023-01-01 10:07:41,63.357972544878564
282,0,0,0,0,66.0,0,0,1,0,0.0,1,10:07:42,2023-01-01 10:07:42,60.120240480961925
283,0,0,0,0,66.0,0,0,1,0,0.0,1,10:07:43,2023-01-01 10:07:43,58.65102639296188
284,0,0,0,0,65.0,0,0,1,0,0.0,1,10:07:44,2023-01-01 10:07:44,57.915057915057915
285,0,0,0,0,64.0,0,0,1,0,0.0,1,10:07:45,2023-01-01 10:07:45,61.98347107438017
286,0,0,0,0,63.0,0,0,1,0,0.0,1,10:07:46,2023-01-01 10:07:46,60.42296072507553
287,0,0,0,0,63.0,0,0,1,0,0.0,1,10:07:47,2023-01-01 10:07:47,61.34969325153374
288,70,90,92,0,63.0,0,1,0,0,146.51,1,10:07:48,2023-01-01 10:07:48,66.88963210702342
289,3,39,68,1,63.0,0,0,0,1,78.45,1,10:07:49,2023-01-01 10:07:49,62.89308176100629
290,20,62,59,0,63.0,0,1,0,0,87.89,1,10:07:50,2023-01-01 10:07:50,61.34969325153374
291,41,166,69,1,63.0,0,1,0,0,184.39,1,10:07:51,2023-01-01 10:07:51,67.79661016949153
292,1,105,10,0,63.0,1,0,0,0,105.48,1,10:07:52,2023-01-01 10:07:52,64.93506493506493
293,101,135,138,0,63.0,0,1,0,0,217.88,1,10:07:53,2023-01-01 10:07:53,75.09386733416771
294,22,5,47,1,64.0,0,1,0,0,52.13,1,10:07:54,2023-01-01 10:07:54,74.44168734491315
295,16,0,32,0,65.0,0,1,0,0,35.78,1,10:07:55,2023-01-01 10:07:55,70.4225352112676
296,0,0,6,0,66.0,0,0,1,0,6.0,1,10:07:56,2023-01-01 10:07:56,82.19178082191782
297,0,0,0,0,68.0,0,0,1,0,0.0,1,10:07:57,2023-01-01 10:07:57,81.08108108108108
298,0,0,0,0,70.0,0,0,1,0,0.0,1,10:07:58,2023-01-01 10:07:58,71.94244604316548
299,0,0,0,0,71.0,0,1,0,0,0.0,1,10:07:59,2023-01-01 10:07:59,69.52491309385863
300,0,0,0,0,71.0,0,1,0,0,0.0,1,10:08:00,2023-01-01 10:08:00,65.71741511500548
301,0,0,0,0,71.0,0,1,0,0,0.0,1,10:08:01,2023-01-01 10:08:01,63.09148264984228
302,0,0,0,0,70.0,0,1,0,0,0.0,1,10:08:02,2023-01-01 10:08:02,62.7961404360209
303,0,0,0,0,69.0,0,1,0,0,0.0,1,10:08:03,2023-01-01 10:08:03,62.50079822219952
310,130,227,14,0,65.0,0,1,0,0,261.96,1,10:08:10,2023-01-01 10:08:10,55.71030640668524
311,38,72,50,1,65.0,0,1,0,0,95.54,1,10:08:11,2023-01-01 10:08:11,59.880239520958085
312,0,68,0,0,64.0,0,0,1,0,68.0,1,10:08:12,2023-01-01 10:08:12,65.64551422319475
313,0,10,0,0,63.0,0,0,1,0,10.0,1,10:08:13,2023-01-01 10:08:13,56.550424128180964
314,0,0,0,0,64.0,0,0,1,0,0.0,1,10:08:14,2023-01-01 10:08:14,66.07929515418502
315,0,0,0,0,63.0,0,0,1,0,0.0,1,10:08:15,2023-01-01 10:08:15,53.42831700801425
316,0,0,0,0,63.0,0,0,1,0,0.0,1,10:08:16,2023-01-01 10:08:16,54.005400540054005
317,0,0,0,0,62.0,0,0,1,0,0.0,1,10:08:17,2023-01-01 10:08:17,64.6551724137931
318,0,0,0,0,61.0,0,0,1,0,0.0,1,10:08:18,2023-01-01 10:08:18,60.301507537688444
319,0,0,0,0,61.0,0,0,1,0,0.0,1,10:08:19,2023-01-01 10:08:19,69.12442396313364
320,0,0,0,0,61.0,0,0,1,0,0.0,1,10:08:20,2023-01-01 10:08:20,75.09386733416771
321,0,0,0,0,62.0,0,0,1,0,0.0,1,10:08:21,2023-01-01 10:08:21,58.13953488372093
322,0,0,0,0,64.0,0,0,1,0,0.0,1,10:08:22,2023-01-01 10:08:22,49.5458298926507
323,0,0,0,0,63.0,0,0,1,0,0.0,1,10:08:23,2023-01-01 10:08:23,60.60606060606061
324,0,0,0,0,61.0,0,0,1,0,0.0,1,10:08:24,2023-01-01 10:08:24,54.005400540054005
325,0,0,0,0,61.0,0,0,1,0,0.0,1,10:08:25,2023-01-01 10:08:25,56.444026340545626
326,0,0,0,0,60.0,0,0,1,0,0.0,1,10:08:26,2023-01-01 10:08:26,56.28517823639775
327,0,0,0,0,60.0,0,0,1,0,0.0,1,10:08:27,2023-01-01 10:08:27,52.35602094240838
328,0,0,0,0,59.0,0,0,1,0,0.0,1,10:08:28,2023-01-01 10:08:28,59.523809523809526
329,0,0,0,0,58.0,0,0,1,0,0.0,1,10:08:29,2023-01-01 10:08:29,62.565172054223154
330,0,0,0,0,59.0,0,0,1,0,0.0,1,10:08:30,2023-01-01 10:08:30,52.91005291005291
331,0,0,0,0,59.0,0,0,1,0,0.0,1,10:08:31,2023-01-01 10:08:31,59.523809523809526
332,0,0,0,0,58.0,0,0,1,0,0.0,1,10:08:32,2023-01-01 10:08:32,62.30529595015577
333,0,0,0,0,59.0,0,0,1,0,0.0,1,10:08:33,2023-01-01 10:08:33,52.447552447552454
334,0,0,0,0,59.0,0,0,1,0,0.0,1,10:08:34,2023-01-01 10:08:34,55.91798695246971
335,0,0,0,0,58.0,0,0,1,0,0.0,1,10:08:35,2023-01-01 10:08:35,55.090933735424144
336,0,0,0,0,58.0,0,0,1,0,0.0,1,10:08:36,2023-01-01 10:08:36,54.26388051837858
343,0,0,0,0,58.0,0,0,1,0,0.0,1,10:08:43,2023-01-01 10:08:43,56.232427366447986
344,0,0,0,0,57.0,0,0,1,0,0.0,1,10:08:44,2023-01-01 10:08:44,51.90311418685121
345,0,0,0,0,57.0,0,0,1,0,0.0,1,10:08:45,2023-01-01 10:08:45,53.61930294906166
346,0,0,0,0,56.0,0,0,1,0,0.0,1,10:08:46,2023-01-01 10:08:46,58.47953216374269
347,0,0,0,0,56.0,0,0,1,0,0.0,1,10:08:47,2023-01-01 10:08:47,52.264808362369344
348,0,0,0,0,56.0,0,0,1,0,0.0,1,10:08:48,2023-01-01 10:08:48,55.71030640668524
349,0,0,0,0,56.0,0,0,1,0,0.0,1,10:08:49,2023-01-01 10:08:49,50.847457627118644
350,0,0,0,0,56.0,0,0,1,0,0.0,1,10:08:50,2023-01-01 10:08:50,51.578916259069345
351,0,0,0,0,55.0,0,0,1,0,0.0,1,10:08:51,2023-01-01 10:08:51,52.310374891020054
352,0,0,0,0,55.0,0,0,1,0,0.0,1,10:08:52,2023-01-01 10:08:52,57.636887608069166
353,0,0,0,0,55.0,0,0,1,0,0.0,1,10:08:53,2023-01-01 10:08:53,51.41388174807198
354,0,0,0,0,55.0,0,0,1,0,0.0,1,10:08:54,2023-01-01 10:08:54,52.12858384013901
355,0,0,0,0,55.0,0,0,1,0,0.0,1,10:08:55,2023-01-01 10:08:55,59.40594059405941
356,0,0,0,0,54.0,0,0,1,0,0.0,1,10:08:56,2023-01-01 10:08:56,53.05039787798408
357,0,0,0,0,55.0,0,0,1,0,0.0,1,10:08:57,2023-01-01 10:08:57,53.380782918149464
358,0,0,0,0,55.0,0,0,1,0,0.0,1,10:08:58,2023-01-01 10:08:58,57.14285714285714
359,0,0,0,0,54.0,0,0,1,0,0.0,1,10:08:59,2023-01-01 10:08:59,51.15089514066496
360,0,0,0,0,55.0,0,0,1,0,0.0,1,10:09:00,2023-01-01 10:09:00,52.872990791442575
361,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:01,2023-01-01 10:09:01,54.5950864422202
362,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:02,2023-01-01 10:09:02,55.19779208831647
363,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:03,2023-01-01 10:09:03,52.631578947368425
364,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:04,2023-01-01 10:09:04,59.523809523809526
365,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:05,2023-01-01 10:09:05,59.11330049261084
366,0,0,0,0,55.0,0,0,1,0,0.0,1,10:09:06,2023-01-01 10:09:06,54.347826086956516
367,0,0,0,0,55.0,0,0,1,0,0.0,1,10:09:07,2023-01-01 10:09:07,58.93909626719057
368,0,0,0,0,55.0,0,0,1,0,0.0,1,10:09:08,2023-01-01 10:09:08,57.92764143718158
369,0,0,0,0,56.0,0,0,1,0,0.0,1,10:09:09,2023-01-01 10:09:09,56.91618660717259
376,0,0,0,0,56.0,0,0,1,0,0.0,1,10:09:16,2023-01-01 10:09:16,51.02040816326531
377,0,0,0,0,55.0,0,0,1,0,0.0,1,10:09:17,2023-01-01 10:09:17,51.99306759098787
378,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:18,2023-01-01 10:09:18,49.75124378109453
379,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:19,2023-01-01 10:09:19,55.29953917050691
380,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:20,2023-01-01 10:09:20,59.11330049261084
381,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:21,2023-01-01 10:09:21,49.87531172069825
382,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:22,2023-01-01 10:09:22,52.11156890382738
383,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:23,2023-01-01 10:09:23,54.347826086956516
384,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:24,2023-01-01 10:09:24,51.45797598627787
385,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:25,2023-01-01 10:09:25,50.16722408026756
386,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:26,2023-01-01 10:09:26,54.39709882139619
387,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:27,2023-01-01 10:09:27,49.26108374384236
388,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:28,2023-01-01 10:09:28,52.35602094240838
389,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:29,2023-01-01 10:09:29,54.69462169553327
390,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:30,2023-01-01 10:09:30,53.59403000787162
391,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:31,2023-01-01 10:09:31,52.493438320209975
392,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:32,2023-01-01 10:09:32,52.72407732864675
393,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:33,2023-01-01 10:09:33,52.53940455341507
394,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:34,2023-01-01 10:09:34,52.447552447552454
395,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:35,2023-01-01 10:09:35,50.89058524173028
396,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:36,2023-01-01 10:09:36,52.493438320209975
397,0,0,0,0,52.0,0,0,1,0,0.0,1,10:09:37,2023-01-01 10:09:37,51.14298472027096
398,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:38,2023-01-01 10:09:38,49.792531120331944
399,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:39,2023-01-01 10:09:39,51.23825789923142
400,0,0,0,0,52.0,0,0,1,0,0.0,1,10:09:40,2023-01-01 10:09:40,58.708414872798436
401,0,0,0,0,52.0,0,0,1,0,0.0,1,10:09:41,2023-01-01 10:09:41,58.93797603085302
402,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:42,2023-01-01 10:09:42,59.1675371889076
409,0,0,0,0,53.0,0,0,1,0,0.0,1,10:09:49,2023-01-01 10:09:49,65.64551422319475
410,0,0,0,0,54.0,0,0,1,0,0.0,1,10:09:50,2023-01-01 10:09:50,59.880239520958085
411,3,23,1,0,55.0,0,0,1,0,23.22,1,10:09:51,2023-01-01 10:09:51,59.7609561752988
412,158,51,87,1,58.0,0,1,0,0,187.44,1,10:09:52,2023-01-01 10:09:52,56.232427366447986
413,104,38,54,0,58.0,0,1,0,0,123.19,1,10:09:53,2023-01-01 10:09:53,58.8235294117647
414,74,13,56,0,58.0,0,1,0,0,93.71,1,10:09:54,2023-01-01 10:09:54,60.97560975609756
415,0,0,1,0,58.0,0,0,1,0,1.0,1,10:09:55,2023-01-01 10:09:55,57.39363447446134
416,0,0,0,0,58.0,0,0,1,0,0.0,1,10:09:56,2023-01-01 10:09:56,53.81165919282511
417,0,0,0,0,58.0,0,0,1,0,0.0,1,10:09:57,2023-01-01 10:09:57,54.10279531109107
418,0,0,0,0,58.0,0,0,1,0,0.0,1,10:09:58,2023-01-01 10:09:58,67.95016987542469
419,0,0,0,0,57.0,0,0,1,0,0.0,1,10:09:59,2023-01-01 10:09:59,60.66734074823054
420,0,0,0,0,60.0,0,0,1,0,0.0,1,10:10:00,2023-01-01 10:10:00,58.18882357745789
421,0,0,0,0,60.0,0,0,1,0,0.0,1,10:10:01,2023-01-01 10:10:01,55.71030640668524
422,0,0,0,0,60.0,0,0,1,0,0.0,1,10:10:02,2023-01-01 10:10:02,54.94505494505494
423,0,0,0,0,59.0,0,0,1,0,0.0,1,10:10:03,2023-01-01 10:10:03,64.58557588805166
424,0,0,0,0,59.0,0,0,1,0,0.0,1,10:10:04,2023-01-01 10:10:04,58.083252662149086
425,0,0,0,0,60.0,0,0,1,0,0.0,1,10:10:05,2023-01-01 10:10:05,55.09641873278237
426,0,0,0,0,59.0,0,0,1,0,0.0,1,10:10:06,2023-01-01 10:10:06,62.761506276150634
427,0,0,0,0,59.0,0,0,1,0,0.0,1,10:10:07,2023-01-01 10:10:07,57.14285714285714
428,0,0,0,0,59.0,0,0,1,0,0.0,1,10:10:08,2023-01-01 10:10:08,52.35602094240838
429,0,0,0,0,59.0,0,0,1,0,0.0,1,10:10:09,2023-01-01 10:10:09,53.61930294906166
430,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:10,2023-01-01 10:10:10,59.582919563058596
431,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:11,2023-01-01 10:10:11,55.60704355885079
432,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:12,2023-01-01 10:10:12,58.53658536585366
433,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:13,2023-01-01 10:10:13,58.65102639296188
434,30,0,41,0,58.0,0,1,0,0,50.8,1,10:10:14,2023-01-01 10:10:14,58.84976857576936
435,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:15,2023-01-01 10:10:15,59.04851075857683
442,0,0,0,0,57.0,0,0,1,0,0.0,1,10:10:22,2023-01-01 10:10:22,60.483870967741936
443,0,0,0,0,57.0,0,0,1,0,0.0,1,10:10:23,2023-01-01 10:10:23,59.34718100890208
444,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:24,2023-01-01 10:10:24,51.59071367153912
445,15,8,1,1,58.0,0,1,0,0,17.03,1,10:10:25,2023-01-01 10:10:25,57.69230769230769
446,0,0,0,0,57.0,0,0,1,0,0.0,1,10:10:26,2023-01-01 10:10:26,60.97560975609756
447,0,0,0,0,57.0,0,0,1,0,0.0,1,10:10:27,2023-01-01 10:10:27,62.37006237006237
448,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:28,2023-01-01 10:10:28,73.61963190184049
449,0,0,0,0,60.0,0,0,1,0,0.0,1,10:10:29,2023-01-01 10:10:29,60.97560975609756
450,4,7,21,0,60.0,0,0,1,0,22.49,1,10:10:30,2023-01-01 10:10:30,55.07796881247501
451,8,32,94,0,60.0,0,1,0,0,99.62,1,10:10:31,2023-01-01 10:10:31,49.18032786885246
452,0,0,56,0,60.0,0,0,1,0,56.0,1,10:10:32,2023-01-01 10:10:32,51.06382978723404
453,0,0,0,0,59.0,0,0,1,0,0.0,1,10:10:33,2023-01-01 10:10:33,52.083333333333336
454,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:34,2023-01-01 10:10:34,52.038161318300084
455,0,0,0,0,57.0,0,0,1,0,0.0,1,10:10:35,2023-01-01 10:10:35,61.91950464396285
456,0,0,0,0,56.0,0,0,1,0,0.0,1,10:10:36,2023-01-01 10:10:36,64.72491909385113
457,0,0,0,0,57.0,0,0,1,0,0.0,1,10:10:37,2023-01-01 10:10:37,60.483870967741936
458,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:38,2023-01-01 10:10:38,55.504162812210915
459,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:39,2023-01-01 10:10:39,54.10279531109107
460,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:40,2023-01-01 10:10:40,65.21739130434783
461,0,0,0,0,57.0,0,0,1,0,0.0,1,10:10:41,2023-01-01 10:10:41,61.855670103092784
462,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:42,2023-01-01 10:10:42,52.264808362369344
463,0,0,0,0,59.0,0,0,1,0,0.0,1,10:10:43,2023-01-01 10:10:43,50.33557046979866
464,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:44,2023-01-01 10:10:44,61.53846153846154
465,0,0,0,0,57.0,0,0,1,0,0.0,1,10:10:45,2023-01-01 10:10:45,56.872037914691944
466,0,0,0,0,58.0,0,0,1,0,0.0,1,10:10:46,2023-01-01 10:10:46,56.494693238490285
467,0,0,0,0,57.0,0,0,1,0,0.0,1,10:10:47,2023-01-01 10:10:47,56.117348562288626
468,0,0,0,0,57.0,0,0,1,0,0.0,1,10:10:48,2023-01-01 10:10:48,55.74000388608696
475,0,0,0,0,55.0,0,0,1,0,0.0,1,10:10:55,2023-01-01 10:10:55,55.29953917050691
476,0,0,0,0,54.0,0,0,1,0,0.0,1,10:10:56,2023-01-01 10:10:56,53.64630338074739
477,0,0,0,0,54.0,0,0,1,0,0.0,1,10:10:57,2023-01-01 10:10:57,51.99306759098787
478,0,0,0,0,54.0,0,0,1,0,0.0,1,10:10:58,2023-01-01 10:10:58,50.377833753148614
479,0,0,0,0,54.0,0,0,1,0,0.0,1,10:10:59,2023-01-01 10:10:59,54.29864253393665
480,0,0,0,0,54.0,0,0,1,0,0.0,1,10:11:00,2023-01-01 10:11:00,61.412487205731836
481,0,0,0,0,54.0,0,0,1,0,0.0,1,10:11:01,2023-01-01 10:11:01,53.19148936170213
482,0,0,0,0,54.0,0,0,1,0,0.0,1,10:11:02,2023-01-01 10:11:02,50.505050505050505
483,0,0,0,0,54.0,0,0,1,0,0.0,1,10:11:03,2023-01-01 10:11:03,52.038161318300084
484,0,0,0,0,54.0,0,0,1,0,0.0,1,10:11:04,2023-01-01 10:11:04,55.4016620498615
485,0,0,0,0,54.0,0,0,1,0,0.0,1,10:11:05,2023-01-01 10:11:05,53.45190398630414
486,0,0,0,0,54.0,0,0,1,0,0.0,1,10:11:06,2023-01-01 10:11:06,51.50214592274678
487,0,0,0,0,54.0,0,0,1,0,0.0,1,10:11:07,2023-01-01 10:11:07,52.81690140845071
488,0,0,0,0,54.0,0,0,1,0,0.0,1,10:11:08,2023-01-01 10:11:08,53.908355795148246
489,0,0,0,0,53.0,0,0,1,0,0.0,1,10:11:09,2023-01-01 10:11:09,51.15089514066496
490,0,0,0,0,54.0,0,0,1,0,0.0,1,10:11:10,2023-01-01 10:11:10,57.636887608069166
491,0,0,0,0,53.0,0,0,1,0,0.0,1,10:11:11,2023-01-01 10:11:11,64.37768240343347
492,0,0,0,0,54.0,0,0,1,0,0.0,1,10:11:12,2023-01-01 10:11:12,53.0035335689046
493,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:13,2023-01-01 10:11:13,52.038161318300084
494,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:14,2023-01-01 10:11:14,60.0
495,0,0,0,0,54.0,0,0,1,0,0.0,1,10:11:15,2023-01-01 10:11:15,54.5950864422202
496,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:16,2023-01-01 10:11:16,53.09290005687966
497,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:17,2023-01-01 10:11:17,51.59071367153912
498,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:18,2023-01-01 10:11:18,53.81165919282511
499,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:19,2023-01-01 10:11:19,52.173913043478265
500,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:20,2023-01-01 10:11:20,52.32477177781217
501,0,0,0,0,54.0,0,0,1,0,0.0,1,10:11:21,2023-01-01 10:11:21,52.47563051214607
508,0,0,0,0,56.0,0,0,1,0,0.0,1,10:11:28,2023-01-01 10:11:28,54.162918931602206
509,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:29,2023-01-01 10:11:29,54.94505494505494
510,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:30,2023-01-01 10:11:30,59.171597633136095
511,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:31,2023-01-01 10:11:31,53.52363960749331
512,0,0,0,0,56.0,0,0,1,0,0.0,1,10:11:32,2023-01-01 10:11:32,61.28702757916241
513,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:33,2023-01-01 10:11:33,57.58157389635316
514,0,0,0,0,56.0,0,0,1,0,0.0,1,10:11:34,2023-01-01 10:11:34,52.72407732864675
515,0,0,0,0,56.0,0,0,1,0,0.0,1,10:11:35,2023-01-01 10:11:35,55.55555555555555
516,0,0,0,0,56.0,0,0,1,0,0.0,1,10:11:36,2023-01-01 10:11:36,54.347826086956516
517,0,0,0,0,56.0,0,0,1,0,0.0,1,10:11:37,2023-01-01 10:11:37,52.493438320209975
518,0,0,0,0,56.0,0,0,1,0,0.0,1,10:11:38,2023-01-01 10:11:38,55.71030640668524
519,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:39,2023-01-01 10:11:39,52.173913043478265
520,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:40,2023-01-01 10:11:40,54.200542005420054
521,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:41,2023-01-01 10:11:41,56.25478995314735
522,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:42,2023-01-01 10:11:42,58.30903790087464
523,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:43,2023-01-01 10:11:43,55.35055350553505
524,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:44,2023-01-01 10:11:44,53.42831700801425
525,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:45,2023-01-01 10:11:45,59.230009871668315
526,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:46,2023-01-01 10:11:46,51.99306759098787
527,0,0,0,0,55.0,0,0,1,0,0.0,1,10:11:47,2023-01-01 10:11:47,55.4016620498615
