Unnamed: 0,Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,day,time,timestamp,bpm
241,62,13,23,1,69.0,0,1,0,0,67.39,1,09:54:01,2023-01-01 09:54:01,66.44518272425249
242,61,69,228,1,69.0,0,1,0,0,245.9,1,09:54:02,2023-01-01 09:54:02,70.2576112412178
243,46,53,144,0,68.0,0,1,0,0,160.19,1,09:54:03,2023-01-01 09:54:03,65.78947368421052
244,51,40,104,0,69.0,0,1,0,0,122.54,1,09:54:04,2023-01-01 09:54:04,66.1521499448732
245,68,53,40,1,68.0,0,1,0,0,95.04,1,09:54:05,2023-01-01 09:54:05,67.79661016949153
246,42,46,44,1,68.0,0,1,0,0,76.26,1,09:54:06,2023-01-01 09:54:06,71.17437722419929
247,92,81,85,0,68.0,0,1,0,0,149.16,1,09:54:07,2023-01-01 09:54:07,71.54828464472197
248,38,89,26,1,68.0,0,1,0,0,100.2,1,09:54:08,2023-01-01 09:54:08,71.92219206524464
255,26,15,37,0,75.0,0,1,0,0,47.64,1,09:54:15,2023-01-01 09:54:15,70.75471698113208
256,27,23,16,0,75.0,0,1,0,0,38.91,1,09:54:16,2023-01-01 09:54:16,73.80073800738008
257,47,54,153,1,74.0,0,1,0,0,168.92,1,09:54:17,2023-01-01 09:54:17,74.62686567164178
258,83,91,66,1,74.0,0,1,0,0,139.74,1,09:54:18,2023-01-01 09:54:18,73.71007371007371
259,111,85,102,2,74.0,0,1,0,0,173.06,1,09:54:19,2023-01-01 09:54:19,71.94244604316548
260,61,59,128,1,74.0,0,1,0,0,153.58,1,09:54:20,2023-01-01 09:54:20,71.77033492822967
261,83,82,73,0,74.0,0,1,0,0,137.63,1,09:54:21,2023-01-01 09:54:21,69.84866123399301
262,110,51,154,0,74.0,0,1,0,0,196.0,1,09:54:22,2023-01-01 09:54:22,70.17543859649123
263,130,172,62,1,73.0,0,1,0,0,224.34,1,09:54:23,2023-01-01 09:54:23,76.33587786259541
264,61,17,48,1,73.0,0,1,0,0,79.46,1,09:54:24,2023-01-01 09:54:24,78.94736842105263
265,11,68,21,0,73.0,0,1,0,0,72.01,1,09:54:25,2023-01-01 09:54:25,76.14213197969544
266,13,36,10,0,74.0,0,1,0,0,39.56,1,09:54:26,2023-01-01 09:54:26,78.125
267,41,2,25,1,75.0,0,1,0,0,48.06,1,09:54:27,2023-01-01 09:54:27,74.25742574257426
268,73,18,135,0,75.0,0,1,0,0,154.53,1,09:54:28,2023-01-01 09:54:28,71.42857142857143
269,116,7,128,1,75.0,0,1,0,0,172.88,1,09:54:29,2023-01-01 09:54:29,72.02881152460985
270,11,1,1,0,74.0,0,1,0,0,11.09,1,09:54:30,2023-01-01 09:54:30,68.25938566552901
271,6,2,10,0,73.0,0,0,0,1,11.83,1,09:54:31,2023-01-01 09:54:31,64.72491909385113
272,4,8,16,0,73.0,0,0,0,1,18.33,1,09:54:32,2023-01-01 09:54:32,63.829787234042556
273,0,0,0,0,72.0,0,0,0,1,0.0,1,09:54:33,2023-01-01 09:54:33,63.42494714587738
274,3,1,1,1,71.0,0,0,0,1,3.32,1,09:54:34,2023-01-01 09:54:34,63.42494714587738
275,0,0,0,0,70.0,0,0,0,1,0.0,1,09:54:35,2023-01-01 09:54:35,67.18924972004478
276,0,0,0,0,69.0,0,0,0,1,0.0,1,09:54:36,2023-01-01 09:54:36,71.59904534606206
277,64,103,9,0,69.0,0,1,0,0,121.6,1,09:54:37,2023-01-01 09:54:37,67.64374295377678
278,19,115,33,1,69.0,0,1,0,0,121.14,1,09:54:38,2023-01-01 09:54:38,63.492063492063494
279,15,87,0,0,69.0,0,1,0,0,88.28,1,09:54:39,2023-01-01 09:54:39,67.49156355455568
280,4,22,0,0,68.0,0,0,1,0,22.36,1,09:54:40,2023-01-01 09:54:40,67.51058597945831
281,0,0,0,0,68.0,0,0,1,0,0.0,1,09:54:41,2023-01-01 09:54:41,67.52960840436096
288,0,0,0,0,64.0,0,0,1,0,0.0,1,09:54:48,2023-01-01 09:54:48,63.492063492063494
289,0,6,3,1,65.0,0,0,1,0,6.71,1,09:54:49,2023-01-01 09:54:49,58.76591576885407
290,26,20,30,1,64.0,0,1,0,0,44.45,1,09:54:50,2023-01-01 09:54:50,58.59375
291,1,0,0,0,64.0,0,0,1,0,1.0,1,09:54:51,2023-01-01 09:54:51,60.97560975609756
292,2,0,1,0,63.0,0,0,1,0,2.24,1,09:54:52,2023-01-01 09:54:52,59.7609561752988
293,0,0,0,0,63.0,0,0,1,0,0.0,1,09:54:53,2023-01-01 09:54:53,59.70149253731344
294,0,0,0,0,62.0,0,0,1,0,0.0,1,09:54:54,2023-01-01 09:54:54,63.02521008403362
295,0,0,0,0,62.0,0,0,1,0,0.0,1,09:54:55,2023-01-01 09:54:55,61.91950464396285
296,0,0,0,0,63.0,0,0,1,0,0.0,1,09:54:56,2023-01-01 09:54:56,58.19592628516004
297,0,0,0,0,63.0,0,0,1,0,0.0,1,09:54:57,2023-01-01 09:54:57,60.120240480961925
298,0,0,0,0,62.0,0,0,1,0,0.0,1,09:54:58,2023-01-01 09:54:58,62.82722513089006
299,0,0,0,0,62.0,0,0,1,0,0.0,1,09:54:59,2023-01-01 09:54:59,57.85920925747349
300,0,0,0,0,62.0,0,0,1,0,0.0,1,09:55:00,2023-01-01 09:55:00,57.47384820628194
301,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:01,2023-01-01 09:55:01,57.08848715509039
302,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:02,2023-01-01 09:55:02,60.60606060606061
303,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:03,2023-01-01 09:55:03,59.23263493176705
304,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:04,2023-01-01 09:55:04,57.85920925747349
305,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:05,2023-01-01 09:55:05,56.232427366447986
306,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:06,2023-01-01 09:55:06,61.53846153846154
307,0,0,0,0,60.0,0,0,1,0,0.0,1,09:55:07,2023-01-01 09:55:07,60.1521886536578
308,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:08,2023-01-01 09:55:08,58.76591576885407
309,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:09,2023-01-01 09:55:09,56.497175141242934
310,23,7,5,0,60.0,0,1,0,0,24.56,1,09:55:10,2023-01-01 09:55:10,61.28702757916241
311,70,206,77,1,60.0,0,1,0,0,230.79,1,09:55:11,2023-01-01 09:55:11,62.761506276150634
312,20,87,10,0,60.0,0,1,0,0,89.83,1,09:55:12,2023-01-01 09:55:12,60.120240480961925
313,4,101,18,0,60.0,0,0,1,0,102.67,1,09:55:13,2023-01-01 09:55:13,61.08937331676928
314,122,224,187,1,61.0,0,1,0,0,316.27,1,09:55:14,2023-01-01 09:55:14,62.05850615257665
321,0,0,0,0,64.0,0,0,1,0,0.0,1,09:55:21,2023-01-01 09:55:21,62.37006237006237
322,0,0,0,0,65.0,0,0,1,0,0.0,1,09:55:22,2023-01-01 09:55:22,60.66734074823054
323,0,0,0,0,64.0,0,0,1,0,0.0,1,09:55:23,2023-01-01 09:55:23,62.17616580310881
324,0,0,0,0,64.0,0,0,1,0,0.0,1,09:55:24,2023-01-01 09:55:24,65.28835690968444
325,0,0,0,0,64.0,0,0,1,0,0.0,1,09:55:25,2023-01-01 09:55:25,61.664953751284685
326,0,0,0,0,64.0,0,0,1,0,0.0,1,09:55:26,2023-01-01 09:55:26,57.30659025787966
327,0,0,0,0,63.0,0,0,1,0,0.0,1,09:55:27,2023-01-01 09:55:27,57.915057915057915
328,0,0,0,0,63.0,0,0,1,0,0.0,1,09:55:28,2023-01-01 09:55:28,62.17616580310881
329,0,0,0,0,62.0,0,0,1,0,0.0,1,09:55:29,2023-01-01 09:55:29,56.497175141242934
330,0,0,0,0,62.0,0,0,1,0,0.0,1,09:55:30,2023-01-01 09:55:30,56.497175141242934
331,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:31,2023-01-01 09:55:31,55.35055350553505
332,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:32,2023-01-01 09:55:32,60.483870967741936
333,0,0,0,0,60.0,0,0,1,0,0.0,1,09:55:33,2023-01-01 09:55:33,58.59375
334,0,0,0,0,60.0,0,0,1,0,0.0,1,09:55:34,2023-01-01 09:55:34,56.28517823639775
335,0,0,0,0,60.0,0,0,1,0,0.0,1,09:55:35,2023-01-01 09:55:35,55.35055350553505
336,0,0,0,0,59.0,0,0,1,0,0.0,1,09:55:36,2023-01-01 09:55:36,61.28702757916241
337,14,5,5,0,59.0,0,1,0,0,15.68,1,09:55:37,2023-01-01 09:55:37,61.162079510703364
338,87,127,35,1,59.0,0,1,0,0,157.87,1,09:55:38,2023-01-01 09:55:38,57.7478344562079
339,0,38,32,0,59.0,0,0,1,0,49.68,1,09:55:39,2023-01-01 09:55:39,58.53658536585366
340,0,50,1,0,59.0,0,0,1,0,50.01,1,09:55:40,2023-01-01 09:55:40,58.93909626719057
341,3,22,1,0,59.0,0,0,1,0,22.23,1,09:55:41,2023-01-01 09:55:41,58.083252662149086
342,27,119,70,2,59.0,0,1,0,0,140.68,1,09:55:42,2023-01-01 09:55:42,58.76591576885407
343,13,49,22,1,59.0,0,1,0,0,55.26,1,09:55:43,2023-01-01 09:55:43,63.357972544878564
344,3,30,5,0,59.0,0,0,1,0,30.56,1,09:55:44,2023-01-01 09:55:44,68.72852233676976
345,0,6,4,0,59.0,0,0,1,0,7.21,1,09:55:45,2023-01-01 09:55:45,66.07929515418502
346,0,0,0,1,61.0,0,0,1,0,0.0,1,09:55:46,2023-01-01 09:55:46,65.6156410561697
347,0,0,0,0,61.0,0,0,1,0,0.0,1,09:55:47,2023-01-01 09:55:47,65.15198695815435
354,75,42,80,0,61.0,0,1,0,0,117.43,1,09:55:54,2023-01-01 09:55:54,61.91950464396285
355,67,44,27,2,61.0,0,1,0,0,84.58,1,09:55:55,2023-01-01 09:55:55,59.230009871668315
356,55,26,30,0,61.0,0,1,0,0,67.83,1,09:55:56,2023-01-01 09:55:56,62.5
357,1,8,3,1,61.0,0,0,1,0,8.6,1,09:55:57,2023-01-01 09:55:57,63.09148264984228
358,8,17,13,0,61.0,0,1,0,0,22.85,1,09:55:58,2023-01-01 09:55:58,69.36416184971098
359,0,2,0,0,62.0,0,0,1,0,2.0,1,09:55:59,2023-01-01 09:55:59,66.006600660066
360,0,0,0,0,62.0,0,0,1,0,0.0,1,09:56:00,2023-01-01 09:56:00,65.64551422319475
361,0,0,0,0,64.0,0,0,1,0,0.0,1,09:56:01,2023-01-01 09:56:01,56.22369314903887
362,0,0,0,1,64.0,0,0,1,0,0.0,1,09:56:02,2023-01-01 09:56:02,46.80187207488299
363,2,26,2,0,64.0,0,0,1,0,26.15,1,09:56:03,2023-01-01 09:56:03,51.90311418685121
364,26,31,22,1,64.0,0,1,0,0,46.05,1,09:56:04,2023-01-01 09:56:04,50.89058524173028
365,11,58,10,1,63.0,0,1,0,0,59.87,1,09:56:05,2023-01-01 09:56:05,51.724137931034484
366,0,2,0,0,61.0,0,0,1,0,2.0,1,09:56:06,2023-01-01 09:56:06,52.35602094240838
367,0,0,0,0,60.0,0,0,1,0,0.0,1,09:56:07,2023-01-01 09:56:07,52.53940455341507
368,0,0,0,0,59.0,0,0,1,0,0.0,1,09:56:08,2023-01-01 09:56:08,54.347826086956516
369,0,0,0,0,58.0,0,0,1,0,0.0,1,09:56:09,2023-01-01 09:56:09,55.74534161490683
370,17,32,11,1,58.0,0,1,0,0,37.87,1,09:56:10,2023-01-01 09:56:10,57.14285714285714
371,2,2,0,1,58.0,0,0,1,0,2.83,1,09:56:11,2023-01-01 09:56:11,58.59375
372,0,0,0,0,58.0,0,0,1,0,0.0,1,09:56:12,2023-01-01 09:56:12,59.171597633136095
373,0,0,0,0,58.0,0,0,1,0,0.0,1,09:56:13,2023-01-01 09:56:13,58.027079303675045
374,1,0,1,0,58.0,0,0,1,0,1.41,1,09:56:14,2023-01-01 09:56:14,59.05511811023622
375,11,0,13,0,58.0,0,1,0,0,17.03,1,09:56:15,2023-01-01 09:56:15,55.865921787709496
376,0,0,1,0,58.0,0,0,1,0,1.0,1,09:56:16,2023-01-01 09:56:16,54.05405405405405
377,3,0,4,1,58.0,0,0,1,0,5.0,1,09:56:17,2023-01-01 09:56:17,53.908355795148246
378,10,3,10,1,57.0,0,1,0,0,14.46,1,09:56:18,2023-01-01 09:56:18,55.19779208831647
379,0,2,0,0,57.0,0,0,1,0,2.0,1,09:56:19,2023-01-01 09:56:19,56.06204323255641
380,0,0,0,0,57.0,0,0,1,0,0.0,1,09:56:20,2023-01-01 09:56:20,56.926294376796356
387,0,3,0,0,60.0,0,0,1,0,3.0,1,09:56:27,2023-01-01 09:56:27,61.664953751284685
388,0,0,0,0,60.0,0,0,1,0,0.0,1,09:56:28,2023-01-01 09:56:28,65.93406593406593
389,0,0,0,0,60.0,0,0,1,0,0.0,1,09:56:29,2023-01-01 09:56:29,72.11538461538461
390,0,0,0,0,61.0,0,0,1,0,0.0,1,09:56:30,2023-01-01 09:56:30,65.71741511500548
391,0,0,0,0,63.0,0,0,1,0,0.0,1,09:56:31,2023-01-01 09:56:31,59.582919563058596
392,0,0,0,0,63.0,0,0,1,0,0.0,1,09:56:32,2023-01-01 09:56:32,55.55555555555555
393,0,0,0,0,63.0,0,0,1,0,0.0,1,09:56:33,2023-01-01 09:56:33,55.50421031012527
394,0,0,0,0,62.0,0,0,1,0,0.0,1,09:56:34,2023-01-01 09:56:34,55.452865064695004
395,8,1,3,1,62.0,0,1,0,0,8.6,1,09:56:35,2023-01-01 09:56:35,57.197330791229746
396,63,0,20,0,61.0,0,1,0,0,66.1,1,09:56:36,2023-01-01 09:56:36,59.880239520958085
397,8,0,3,0,61.0,0,1,0,0,8.54,1,09:56:37,2023-01-01 09:56:37,59.523809523809526
398,0,1,0,0,61.0,0,0,1,0,1.0,1,09:56:38,2023-01-01 09:56:38,60.120240480961925
399,24,10,21,1,60.0,0,1,0,0,33.42,1,09:56:39,2023-01-01 09:56:39,61.79196704428424
400,4,0,5,0,60.0,0,0,1,0,6.4,1,09:56:40,2023-01-01 09:56:40,63.224446786090624
401,0,0,0,0,61.0,0,0,1,0,0.0,1,09:56:41,2023-01-01 09:56:41,66.07929515418502
402,0,0,0,0,61.0,0,0,1,0,0.0,1,09:56:42,2023-01-01 09:56:42,64.1025641025641
403,0,0,0,0,62.0,0,0,1,0,0.0,1,09:56:43,2023-01-01 09:56:43,67.0391061452514
404,0,0,0,0,62.0,0,0,1,0,0.0,1,09:56:44,2023-01-01 09:56:44,70.75471698113208
405,0,0,0,0,63.0,0,0,1,0,0.0,1,09:56:45,2023-01-01 09:56:45,70.50528789659225
406,0,0,0,0,64.0,0,0,1,0,0.0,1,09:56:46,2023-01-01 09:56:46,64.1711229946524
407,0,0,0,0,65.0,0,0,1,0,0.0,1,09:56:47,2023-01-01 09:56:47,59.70149253731344
408,0,2,2,0,64.0,0,0,1,0,2.83,1,09:56:48,2023-01-01 09:56:48,58.19592628516004
409,2,0,10,1,64.0,0,0,1,0,10.2,1,09:56:49,2023-01-01 09:56:49,64.30868167202571
410,11,0,3,1,63.0,0,1,0,0,11.4,1,09:56:50,2023-01-01 09:56:50,63.15789473684211
411,0,0,0,0,63.0,0,0,1,0,0.0,1,09:56:51,2023-01-01 09:56:51,62.761506276150634
412,1,0,0,0,63.0,0,0,1,0,1.0,1,09:56:52,2023-01-01 09:56:52,63.02442609973991
413,22,8,34,1,63.0,0,1,0,0,41.28,1,09:56:53,2023-01-01 09:56:53,63.28734592332919
420,0,3,2,0,64.0,0,0,1,0,3.61,1,09:57:00,2023-01-01 09:57:00,64.44683136412459
421,0,0,0,1,64.0,0,0,1,0,0.0,1,09:57:01,2023-01-01 09:57:01,62.43496357960458
422,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:02,2023-01-01 09:57:02,67.64374295377678
423,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:03,2023-01-01 09:57:03,71.77033492822967
424,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:04,2023-01-01 09:57:04,68.64988558352402
425,0,0,0,0,65.0,0,0,1,0,0.0,1,09:57:05,2023-01-01 09:57:05,67.34006734006734
426,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:06,2023-01-01 09:57:06,64.93506493506493
427,0,9,1,0,66.0,0,0,1,0,9.06,1,09:57:07,2023-01-01 09:57:07,64.58557588805166
428,6,11,6,0,66.0,0,0,1,0,13.89,1,09:57:08,2023-01-01 09:57:08,64.6551724137931
429,4,31,8,0,65.0,0,0,1,0,32.26,1,09:57:09,2023-01-01 09:57:09,62.04756980351603
430,0,2,1,0,65.0,0,0,1,0,2.24,1,09:57:10,2023-01-01 09:57:10,60.91370558375635
431,0,0,0,0,65.0,0,0,1,0,0.0,1,09:57:11,2023-01-01 09:57:11,63.15789473684211
432,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:12,2023-01-01 09:57:12,65.86169045005488
433,0,0,0,1,64.0,0,0,1,0,0.0,1,09:57:13,2023-01-01 09:57:13,70.58823529411765
434,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:14,2023-01-01 09:57:14,68.25938566552901
435,0,0,0,0,65.0,0,0,1,0,0.0,1,09:57:15,2023-01-01 09:57:15,69.28406466512702
436,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:16,2023-01-01 09:57:16,66.88963210702342
437,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:17,2023-01-01 09:57:17,61.98347107438017
438,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:18,2023-01-01 09:57:18,60.851926977687626
439,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:19,2023-01-01 09:57:19,60.301507537688444
440,0,0,0,0,65.0,0,0,1,0,0.0,1,09:57:20,2023-01-01 09:57:20,61.601642710472284
441,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:21,2023-01-01 09:57:21,66.3716814159292
442,21,123,23,1,64.0,0,1,0,0,126.88,1,09:57:22,2023-01-01 09:57:22,64.03415154749199
443,82,58,60,1,64.0,0,1,0,0,117.0,1,09:57:23,2023-01-01 09:57:23,63.224446786090624
444,144,142,40,0,64.0,0,1,0,0,206.16,1,09:57:24,2023-01-01 09:57:24,64.1025641025641
445,23,127,85,2,64.0,0,1,0,0,154.54,1,09:57:25,2023-01-01 09:57:25,66.57925407925408
446,0,55,24,0,64.0,0,0,1,0,60.01,1,09:57:26,2023-01-01 09:57:26,69.05594405594405
453,2,0,2,0,71.0,0,0,1,0,2.83,1,09:57:33,2023-01-01 09:57:33,86.08321377331421
454,0,0,0,0,72.0,0,0,1,0,0.0,1,09:57:34,2023-01-01 09:57:34,80.97165991902834
455,0,0,0,0,74.0,0,0,1,0,0.0,1,09:57:35,2023-01-01 09:57:35,68.41505131128848
456,0,0,0,0,75.0,0,0,1,0,0.0,1,09:57:36,2023-01-01 09:57:36,63.357972544878564
457,0,0,0,0,74.0,0,0,1,0,0.0,1,09:57:37,2023-01-01 09:57:37,61.03763987792472
458,0,0,0,0,74.0,0,0,1,0,0.0,1,09:57:38,2023-01-01 09:57:38,63.76195536663125
459,0,0,0,0,72.0,0,0,1,0,0.0,1,09:57:39,2023-01-01 09:57:39,55.4016620498615
460,1,0,0,0,71.0,0,0,1,0,1.0,1,09:57:40,2023-01-01 09:57:40,57.47126436781609
461,0,0,0,0,69.0,0,0,1,0,0.0,1,09:57:41,2023-01-01 09:57:41,58.42259006815969
462,0,0,0,0,68.0,0,0,1,0,0.0,1,09:57:42,2023-01-01 09:57:42,61.09979633401222
463,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:43,2023-01-01 09:57:43,58.8235294117647
464,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:44,2023-01-01 09:57:44,55.452865064695004
465,0,2,0,0,65.0,0,0,1,0,2.0,1,09:57:45,2023-01-01 09:57:45,57.36137667304015
466,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:46,2023-01-01 09:57:46,63.357972544878564
467,38,48,132,1,63.0,0,1,0,0,145.51,1,09:57:47,2023-01-01 09:57:47,60.42296072507553
468,39,29,67,0,63.0,0,1,0,0,82.77,1,09:57:48,2023-01-01 09:57:48,59.582919563058596
469,75,133,112,1,62.0,0,1,0,0,189.36,1,09:57:49,2023-01-01 09:57:49,65.0759219088937
470,62,186,129,1,62.0,0,1,0,0,234.69,1,09:57:50,2023-01-01 09:57:50,64.37768240343347
471,0,104,24,0,62.0,0,0,1,0,106.73,1,09:57:51,2023-01-01 09:57:51,66.2251655629139
472,0,24,26,0,63.0,0,0,1,0,35.38,1,09:57:52,2023-01-01 09:57:52,64.1025641025641
473,0,1,0,0,63.0,0,0,1,0,1.0,1,09:57:53,2023-01-01 09:57:53,63.69426751592357
474,0,0,0,0,63.0,0,0,1,0,0.0,1,09:57:54,2023-01-01 09:57:54,64.44683136412459
475,0,0,0,0,63.0,0,0,1,0,0.0,1,09:57:55,2023-01-01 09:57:55,63.15789473684211
476,0,0,0,0,63.0,0,0,1,0,0.0,1,09:57:56,2023-01-01 09:57:56,69.20415224913495
477,0,0,0,0,63.0,0,0,1,0,0.0,1,09:57:57,2023-01-01 09:57:57,72.55139056831923
478,0,0,0,0,64.0,0,0,1,0,0.0,1,09:57:58,2023-01-01 09:57:58,71.73329182978758
479,0,0,0,0,66.0,0,0,1,0,0.0,1,09:57:59,2023-01-01 09:57:59,70.91519309125593
486,0,0,0,0,67.0,0,0,1,0,0.0,1,09:58:06,2023-01-01 09:58:06,67.34006734006734
487,0,0,0,0,67.0,0,0,1,0,0.0,1,09:58:07,2023-01-01 09:58:07,63.965884861407254
488,0,0,0,0,67.0,0,0,1,0,0.0,1,09:58:08,2023-01-01 09:58:08,65.21739130434783
489,0,0,0,0,66.0,0,0,1,0,0.0,1,09:58:09,2023-01-01 09:58:09,60.66734074823054
490,0,0,0,0,66.0,0,0,1,0,0.0,1,09:58:10,2023-01-01 09:58:10,65.50218340611353
491,0,0,0,0,65.0,0,0,1,0,0.0,1,09:58:11,2023-01-01 09:58:11,61.431780039576836
492,0,0,2,1,65.0,0,0,1,0,2.0,1,09:58:12,2023-01-01 09:58:12,57.36137667304015
493,0,0,0,0,65.0,0,0,1,0,0.0,1,09:58:13,2023-01-01 09:58:13,58.30903790087464
